"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Bosnia and Herzegovina","BIH","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40043982","2.03570927","1.19176815","1.8976104","2.30646555","3.81236577","4.03730194","6.28237945","8.27776623","8.45949016","6.76381039","6.60282552","10.32523912","","",
"Belarus","BLR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05235787","0.12256424","0.12537181","0.12262576","0.12891899","0.14462142","0.38847208","0.39038725","0.72619181","0.76182655","1.55250794","0.92853185","1.98878362","1.8490695","1.33648929","1.4107671","","",
"Belize","BLZ","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0868528","9.80453676","9.53448815","9.2891911","9.05505109","10.5903409","9.25203012","9.16533459","9.79863799","9.95448015","11.45804831","15.00644001","13.9589725","14.26574971","37.12033757","16.532698","","",
"Bermuda","BMU","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76974257","2.95950838","3.11746534","4.25563937","4.38166628","4.03754785","3.3047566","2.98798097","4.74775425","3.6780273","3.70058382","5.72496762","6.14612593","5.79883538","4.91381946","6.16488389","","",
"Brazil","BRA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40742061","1.85562691","1.59663527","0.8084272","2.80727308","0.97356269","1.81679444","1.84707208","1.85374353","3.05891586","4.48572644","4.85906009","11.14091324","3.3088071","5.21952286","5.72519998","","",
"Barbados","BRB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77935274","2.77074829","2.7626548","4.64886202","17.2009322","11.97803877","12.38125422","32.57944452","31.69464361","30.47369329","23.62922695","31.46230375","4.72326296","21.09269767","20.88337668","20.67788547","","",
"Brunei Darussalam","BRN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5855798","2.46129649","1.80444247","3.00293339","2.10020101","3.70280668","5.63732579","4.55861085","5.7460318","4.8163967","7.17868402","6.81737151","3.89030119","4.59798205","4.68348996","4.81017119","","",
"Botswana","BWA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","4.26168155","7.50206734","18.86667721","12.00512726","16.74905123","46.68966554","40.72992304","28.25827613","41.00609283","39.9214908","69.64265497","35.85578353","42.53723434","32.53346053","","",
"Central African Republic","CAF","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1.62738294","1.35514011","3.34628335","3.10551698","4.25960944","4.36664686","8.01878412","4.69623947","6.47966901","5.47355016","6.67878617","7.09749651","7.23931958","","",
"Canada","CAN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.853239873698349","1.02761170848249","1.13294514537848","","",
"Switzerland","CHE","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","",
"Channel Islands","CHI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11456246","0.00677424","0.0866198","0.09783589","0.08904773","0.02020558","0.01654008","0.03196241","0.02801683","0.01618221","","",
"China","CHN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07153434","0.07863311","0.15203403","0.11853814","0.17664007","0.20669812","0.17280819","0.22854604","0.17965033","0.15957746","0.18196921","0.10919029","0.03378403","","",
"Cote d'Ivoire","CIV","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36289056","4.18427056","4.87529781","5.53998768","6.36106281","4.93215974","5.31822475","5.93643174","8.08630503","8.98630202","10.64203347","9.10263274","11.98167713","6.35343996","14.66056995","19.87633156","","",
"Cameroon","CMR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27787506","0.16429993","0.71684203","0.52705785","1.72328549","1.96547456","2.05388546","3.18817428","6.98217011","4.45697545","4.13345799","6.57181716","5.0258907","","",
"Congo, Dem. Rep.","COD","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5680785","0.62820125","0.82490714","1.31876043","1.40724887","1.65496836","3.62717159","5.75773115","5.70346172","5.4606932","6.4875379","7.79105931","7.75726491","","",
"Congo, Rep.","COG","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.94806233","1.75099827","1.93366561","2.35402174","5.49378243","6.54580958","6.19371129","7.7169198","7.25590244","9.34806278","6.50686561","12.72734796","9.75409618","7.19949878","6.51085336","6.53858322","","",
"Colombia","COL","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00464132","0.00246129","0.00054991","0.02038364","0.02116045","0.02195587","0.01036997","0.01690513","0.00359635","0.03729166","0.01456759","0.08797188","0.31934676","0.77941355","7.6040034","15.00271869","","",
"Comoros","COM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.78064951","1.78685394","2.0161554","2.48232299","2.92437323","3.40168276","3.3914121","4.09065628","3.95856609","4.79080427","7.47094416","7.74787884","6.04298465","6.82587423","6.629148","5.89679378","","",
"Cabo Verde","CPV","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.54509004","1.86907077","2.04035684","1.71861808","3.99308198","5.54970701","11.32152803","6.91692028","8.04450056","4.22441797","8.95891103","7.45585521","8.41606236","7.00853767","10.26034752","9.45575843","","",
"Costa Rica","CRI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.82660396","0.03803929","0.03419945","0.30397562","0.02726801","0.34145296","0.21737609","0.05595338","0.0150264","0.05659782","0.01046216","0.01068007","0.01497245","0.00786658","0.32036624","0.13134052","","",
"Caribbean small states","CSS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74662714116404","4.19082268842001","4.39060954992623","4.86646049609269","5.42066765364864","6.59250119317956","7.58137033769154","9.89293969024351","11.3710310840332","12.1996052359774","14.2056818321315","14.5561392410873","12.7798967960812","11.4482928675117","12.3087409143448","11.7359112382656","","",
"Cuba","CUB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.88457946","13.46802642","13.41475271","15.33320646","15.46372782","20.94934268","","",
"Czech Republic","CZE","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","8.36983244","11.42990089","5.9936275","5.89795952","5.80200197","6.46516967","5.61357337","5.52029108","5.42750643","7.65039131","13.15288488","8.70875473","11.94572472","18.80930747","","",
"Dominica","DMA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.65780448","2.1264267","2.12173677","2.11359406","2.10500502","2.09761349","1.56921083","2.61008013","2.08442114","10.91939769","10.36871138","10.84494517","11.82404991","11.25434827","11.19589457","10.8875652","","",
"Denmark","DNK","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.97131148","3.40940663","6.80123205","4.33615315","2.28231119","2.84472939","1.80915547","3.26606086","3.85844269","2.18591846","1.77991137","1.52244101","4.34232808","1.81085184","23.63055214","28.98693148","","",
"Algeria","DZA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03199214","0.03077885","0.02945038","0.03788076","0.04311383","0.07956596","0.06075412","0.09975097","0.07567045","0.06559759","0.06439256","0.03500226","0.10684504","0.04128996","0.11394758","0.0759704","","",
"East Asia & Pacific (excluding high income)","EAP","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.249849819492887","0.32759482461039","0.421102075715867","0.442518392245698","0.521257841369434","0.566132513665586","0.661427716121019","0.740599579933653","0.669721408104609","0.78462734485371","0.863394967391721","0.880054776192902","0.610018890683903","","",
"Early-demographic dividend","EAR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.80483684034466","0.7995291621351","0.710468946339411","0.842083412855813","1.14791682879357","1.21664184258934","1.43053328139068","1.66581340799547","2.02170513088191","1.9923835983756","2.38892868554774","2.31960359657321","2.40035069141214","2.10114768204933","2.6572688858074","2.4634962627781","","",
"East Asia & Pacific","EAS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.227026818757898","0.298482874163007","0.382681401218354","0.402071240143524","0.473600687993117","0.514093315671172","0.599550827907432","0.672129251615928","0.607926175925623","0.712626388526457","0.784036311294205","0.800086874797658","0.55616791506076","","",
"Europe & Central Asia (excluding high income)","ECA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.608595750471034","0.693746797965297","0.776874508968325","0.991922065004217","1.27504292168461","1.45892480789333","","","","","","","","","",
"Europe & Central Asia","ECS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.34615123","1.40047795","1.032737","0.75246804","1.7765083","1.01927648","1.8055592","2.01091449","2.02630349","1.68248066","4.93550532","1.24384875","1.25809521","0.63360363","1.72188814","2.10087016","","",
"Egypt, Arab Rep.","EGY","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.45511346","0.56520827","0.7708117","1.10020367","1.62417745","1.29837068","1.68842183","0.7148172","0.7083773","0.55847831","0.24148864","2.25295445","0.39790806","","",
"Euro area","EMU","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52029722","2.89674063","2.94761753","5.06546727","6.64489586","7.69405521","8.53079993","4.26381951","6.07598787","7.37216072","5.31059296","5.7880731","4.86989717","7.57636212","7.72075605","7.6266664","","",
"Spain","ESP","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Estonia","EST","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19771142","2.01758327","1.32068853","2.55267975","2.72121355","4.46766762","3.55669227","17.02948204","14.52193033","3.99339657","0.75252082","2.94807189","2.30934369","","",
"Ethiopia","ETH","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88329555","0.96639481","0.6857406","0.83771938","1.74789279","1.60814438","2.81986942","3.98073639","6.10961445","4.92536442","5.81936828","5.67691847","5.85321593","4.67311345","5.27424495","3.71488118","","",
"European Union","EUU","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62104972804645","2.01451089719112","2.56038741961463","3.28954814577249","3.93829778727769","4.31823983770851","5.73152083535515","6.90827075917769","7.94617866465205","7.85841828938747","8.09435460175487","10.1974380260587","9.67224784067591","","",
"Finland","FIN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10394671","0.17213862","0.1943572","0.10045673","0.05367425","0.04669913","0.04835682","0.04787611","0.00110274","0.19983617","0.29533996","0.28637187","0.13361305","0.06029671","0.10324281","0.04250438","","",
"Fiji","FJI","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.04778634","6.14353814","6.42730341","6.45103066","16.02619768","11.24707627","6.35631595","5.32618466","9.2421048","8.81647412","8.52908581","7.23540771","10.82087622","8.23509334","7.51872636","4.88406369","","",
"France","FRA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Faroe Islands","FRO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.56526919","138.29141977","128.61856557","158.7777112","169.64260582","194.0186071","179.60145339","197.22491863","211.98721262","265.49634475","292.19425571","283.21799977","283.67293702","267.70525159","271.56852377","281.51331476","","",
"Gabon","GAB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.70651531","1.66493606","2.2211402","2.85330481","3.02336967","7.08685576","5.15503142","7.50306987","5.86414573","4.46914266","2.4710601","2.98158691","1.14061213","1.01578378","2.45340774","1.62515438","","",
"United Kingdom","GBR","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3959369","0.44274684","0.43474764","","",
"Georgia","GEO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42915941","3.51044135","4.62833075","4.17307966","4.71883872","5.04133666","7.9716458","11.86192924","25.1899357","13.40296141","9.41383697","9.6661988","14.00544452","12.33289907","8.36964277","7.1371272","","",
"Ghana","GHA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02711319","2.57623101","2.98784421","3.03771333","4.88396606","7.30802082","7.67918312","7.77069839","7.9116717","7.82966814","8.74108095","9.89935667","7.06934648","0.84592851","13.2185083","20.35261299","","",
"Gibraltar","GIB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.06782536","5.93431276","6.67770362","6.90346661","6.33156779","4.32326919","3.33041137","4.42232802","4.40270206","4.43411875","4.22718517","6.03508726","5.04456508","5.67498365","4.6642272","6.25625615","","",
"Gambia, The","GMB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39235418","3.6069314","3.65029473","3.42906724","3.31738622","5.04470039","8.01559294","9.35603337","11.05543587","7.19577449","11.15100894","10.18405275","9.41973854","14.42368884","12.79945512","8.8698788","","",
"Guinea-Bissau","GNB","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45520407","0.99442525","2.24554213","2.5231808","2.64591058","3.17328614","3.7277753","7.43396658","9.13872312","4.58199252","12.50196298","17.85962983","7.28439321","3.1820626","14.06596887","12.46598564","","",
